Name	inHouse_ID
1395-ep2269977a2	cnic_6
1395-ep2269978a2	cnic_6
1395-ep2269985a2	cnic_6
1395-ep2269990a1	cnic_6
1395-ep2269991a2	cnic_6
1395-ep2269993a1	cnic_6
1395-ep2270004a1	cnic_6
1395-ep2270006a1	cnic_6
1395-ep2270008a1	cnic_6
1395-ep2270010a1	cnic_6
1395-ep2270014a1	cnic_6
1395-ep2270016a1	cnic_6
1395-ep2270113a1	cnic_6
1395-ep2272813a2	cnic_6
1395-ep2272817a1	cnic_6
1395-ep2272822a1	cnic_6
1395-ep2272831a1	cnic_6
1395-ep2272843a1	cnic_6
1395-ep2272846a1	cnic_6
1395-ep2272847a1	cnic_6
1395-ep2272849a1	cnic_6
1395-ep2272935a1	cnic_6
1395-ep2272972a1	cnic_6
1395-ep2272973a1	cnic_6
1395-ep2275102a1	cnic_6
1395-ep2275105a1	cnic_6
1395-ep2275395a2	cnic_6
1395-ep2275404a1	cnic_6
1395-ep2275411a2	cnic_6
1395-ep2275412a1	cnic_6
1395-ep2275417a2	cnic_6
1395-ep2275420a1	cnic_6
1395-ep2277507a1	cnic_6
1395-ep2277565a2	cnic_6
1395-ep2277566a2	cnic_6
1395-ep2277567a1	cnic_6
1395-ep2277568a2	cnic_6
1395-ep2277569a2	cnic_6
1395-ep2277570a2	cnic_6
1395-ep2277848a1	cnic_6
1395-ep2277861a1	cnic_6
1395-ep2277872a1	cnic_6
1395-ep2277875a2	cnic_6
1395-ep2277876a1	cnic_6
1395-ep2277877a1	cnic_6
1395-ep2277898a2	cnic_6
1395-ep2279741a2	cnic_6
1395-ep2279750a1	cnic_6
1395-ep2280005a1	cnic_6
1395-ep2280008a2	cnic_6
1395-ep2280009a1	cnic_6
1395-ep2280010a2	cnic_6
1395-ep2280011a1	cnic_6
1395-ep2280012a2	cnic_6
1395-ep2281559a1	cnic_6
1395-ep2281563a1	cnic_6
1395-ep2281812a1	cnic_6
1395-ep2281815a1	cnic_6
1395-ep2281817a1	cnic_6
1395-ep2281818a1	cnic_6
1395-ep2281824a1	cnic_6
1395-ep2284149a1	cnic_6
1395-ep2284150a2	cnic_6
1395-ep2284151a2	cnic_6
1395-ep2284152a2	cnic_6
1395-ep2284153a2	cnic_6
1395-ep2284155a2	cnic_6
1395-ep2284156a2	cnic_6
1395-ep2284157a1	cnic_6
1395-ep2284159a1	cnic_6
1395-ep2284160a1	cnic_6
1395-ep2284162a2	cnic_6
1395-ep2284163a2	cnic_6
1395-ep2284164a2	cnic_6
1395-ep2284169a1	cnic_6
1395-ep2284170a1	cnic_6
1395-ep2284171a1	cnic_6
1395-ep2284172a1	cnic_6
1395-ep2284178a2	cnic_6
1395-ep2284179a2	cnic_6
1395-ep2286795a1	cnic_6
1395-ep2286811a1	cnic_6
1395-ep2286812a1	cnic_6
1395-ep2287140a2	cnic_6
1395-ep2287148a2	cnic_6
1395-ep2287150a2	cnic_6
1395-ep2287153a1	cnic_6
1395-ep2287158a1	cnic_6
1395-ep2287159a1	cnic_6
1395-ep2287161a1	cnic_6
1395-ep2287162a1	cnic_6
1395-ep2287167a1	cnic_6
1395-ep2289510a1	cnic_6
1395-ep2289868a1	cnic_6
1395-ep2289871a1	cnic_6
1395-ep2289876a1	cnic_6
1395-ep2289884a1	cnic_6
1395-ep2289890a1	cnic_6
1395-ep2289892a1	cnic_6
1395-ep2289893a1	cnic_6
1395-ep2289894a2	cnic_6
1395-ep2292222a1	cnic_6
1395-ep2292227a2	cnic_6
1395-ep2292280a1	cnic_6
1395-ep2292590a2	cnic_6
1395-ep2292593a2	cnic_6
1395-ep2292595a1	cnic_6
1395-ep2292597a1	cnic_6
1395-ep2292600a1	cnic_6
1395-ep2292607a2	cnic_6
1395-ep2292613a1	cnic_6
1395-ep2292614a1	cnic_6
1395-ep2292615a1	cnic_6
1395-ep2292617a1	cnic_6
1395-ep2292628a2	cnic_6
1395-ep2295055a2	cnic_6
1395-ep2295402a2	cnic_6
1395-ep2295406a1	cnic_6
1395-ep2295407a1	cnic_6
1395-ep2295409a1	cnic_6
1395-ep2295411a1	cnic_6
1395-ep2295412a1	cnic_6
1395-ep2295413a1	cnic_6
1395-ep2295415a1	cnic_6
1395-ep2295416a2	cnic_6
1395-ep2295419a2	cnic_6
1395-ep2295426a1	cnic_6
1395-ep2295427a1	cnic_6
1395-ep2295429a1	cnic_6
1395-ep2295430a2	cnic_6
1395-ep2295431a2	cnic_6
1395-ep2295432a1	cnic_6
1395-ep2295433a2	cnic_6
1395-ep2295434a2	cnic_6
1395-ep2295437a1	cnic_6
1395-ep2295550a2	cnic_6
1395-ep2298313a1	cnic_6
1395-ep2298415a1	cnic_6
1395-ep2298728a1	cnic_6
1395-ep2298731a1	cnic_6
1395-ep2298732a1	cnic_6
1395-ep2298734a2	cnic_6
1395-ep2298735a1	cnic_6
1395-ep2298736a1	cnic_6
1395-ep2298744a2	cnic_6
1395-ep2298745a1	cnic_6
1395-ep2298748a2	cnic_6
1395-ep2298761a1	cnic_6
1395-ep2298764a1	cnic_6
1395-ep2298765a1	cnic_6
1395-ep2298767a1	cnic_6
1395-ep2298768a1	cnic_6
1395-ep2298770a1	cnic_6
1395-ep2298772a1	cnic_6
1395-ep2298775a1	cnic_6
1395-ep2298776a1	cnic_6
1395-ep2298777a2	cnic_6
1395-ep2298783a1	cnic_6
1395-ep2298828a1	cnic_6
1395-ep2301534a1	cnic_6
1395-ep2301540a1	cnic_6
1395-ep2301912a2	cnic_6
1395-ep2301913a1	cnic_6
1395-ep2301914a1	cnic_6
1395-ep2301916a2	cnic_6
1395-ep2301923a1	cnic_6
1395-ep2301927a1	cnic_6
1395-ep2301928a1	cnic_6
1395-ep2301929a1	cnic_6
1395-ep2301930a1	cnic_6
1395-ep2301933a1	cnic_6
1395-ep2301935a1	cnic_6
1395-ep2301937a1	cnic_6
1395-ep2302003a1	cnic_6
1395-ep2305219a1	cnic_6
1395-ep2305260a1	cnic_6
1395-ep2305633a1	cnic_6
1395-ep2305636a1	cnic_6
1395-ep2305637a2	cnic_6
1395-ep2305640a2	cnic_6
1395-ep2305642a2	cnic_6
1395-ep2305643a1	cnic_6
1395-ep2305652a2	cnic_6
1395-ep2305660a1	cnic_6
1395-ep2305666a1	cnic_6
1395-ep2305668a1	cnic_6
1395-ep2305671a1	cnic_6
1395-ep2305673a1	cnic_6
1395-ep2305674a1	cnic_6
1395-ep2305679a1	cnic_6
1395-ep2305682a1	cnic_6
1395-ep2305683a1	cnic_6
1395-ep2305684a1	cnic_6
1395-ep2305687a1	cnic_6
1395-ep2305695a2	cnic_6
1395-ep2305696a2	cnic_6
1395-ep2305697a2	cnic_6
1395-ep2305698a2	cnic_6
1395-ep2305808a1	cnic_6
1395-ep2305825a1	cnic_6
1395-ep2308479a2	cnic_6
1395-ep2308509a1	cnic_6
1395-ep2308510a1	cnic_6
1395-ep2308562a2	cnic_6
1395-ep2308812a2	cnic_6
1395-ep2308828a2	cnic_6
1395-ep2308832a1	cnic_6
1395-ep2308833a2	cnic_6
1395-ep2308838a1	cnic_6
1395-ep2308839a1	cnic_6
1395-ep2308844a2	cnic_6
1395-ep2308845a2	cnic_6
1395-ep2308846a2	cnic_6
1395-ep2308851a1	cnic_6
1395-ep2308855a1	cnic_6
1395-ep2308858a1	cnic_6
1395-ep2308861a1	cnic_6
1395-ep2308863a1	cnic_6
1395-ep2308867a2	cnic_6
1395-ep2308870a2	cnic_6
1395-ep2308872a1	cnic_6
1395-ep2308873a1	cnic_6
1395-ep2308875a1	cnic_6
1395-ep2308879a1	cnic_6
1395-ep2308960a1	cnic_6
1395-ep2309564a1	cnic_6
1395-ep2311451a1	cnic_6
1395-ep2311453a1	cnic_6
1395-ep2311796a1	cnic_6
1395-ep2311797a1	cnic_6
1395-ep2311798a1	cnic_6
1395-ep2311799a1	cnic_6
1395-ep2311802a1	cnic_6
1395-ep2311803a1	cnic_6
1395-ep2311805a1	cnic_6
1395-ep2311806a2	cnic_6
1395-ep2311808a1	cnic_6
1395-ep2311814a1	cnic_6
1395-ep2311816a1	cnic_6
1395-ep2311817a1	cnic_6
1395-ep2311823a1	cnic_6
1395-ep2311824a1	cnic_6
1395-ep2311825a1	cnic_6
1395-ep2311827a1	cnic_6
1395-ep2311829a1	cnic_6
1395-ep2311830a1	cnic_6
1395-ep2311831a1	cnic_6
1395-ep2311834a1	cnic_6
1395-ep2311835a1	cnic_6
1395-ep2311837a1	cnic_6
1395-ep2311839a1	cnic_6
1395-ep2311841a1	cnic_6
1395-ep2311842a2	cnic_6
1395-ep2311846a1	cnic_6
1395-ep2314295a1	cnic_6
1395-ep2314571a2	cnic_6
1395-ep2314578a1	cnic_6
1395-ep2314584a1	cnic_6
1395-ep2314586a1	cnic_6
1395-ep2314587a1	cnic_6
1395-ep2314589a1	cnic_6
1395-ep2314590a1	cnic_6
1395-ep2314593a1	cnic_6
1395-ep2316450a1	cnic_6
1395-ep2316452a1	cnic_6
1395-ep2316457a1	cnic_6
1395-ep2316458a1	cnic_6
1395-ep2316470a2	cnic_6
1395-ep2316824a1	cnic_6
1395-ep2316825a1	cnic_6
1395-ep2316826a1	cnic_6
1395-ep2316827a1	cnic_6
1395-ep2316828a1	cnic_6
1395-ep2316829a1	cnic_6
1395-ep2316830a2	cnic_6
1395-ep2316831a1	cnic_6
1395-ep2316832a1	cnic_6
1395-ep2316833a1	cnic_6
1395-ep2316834a1	cnic_6
1395-ep2316835a1	cnic_6
1395-ep2316836a1	cnic_6
1395-ep2316837a1	cnic_6
1395-ep2371797a1	cnic_6
1395-ep2371800a1	cnic_6
1395-ep2371811a2	cnic_6
1395-ep2374454a1	cnic_6
1395-ep2374538a1	cnic_6
1395-ep2374788a1	cnic_6
1395-ep2374895a1	cnic_6
1395-ep2377845a1	cnic_6
1395-ep2377848a1	cnic_6
1395-ep2380661a2	cnic_6
1395-ep2380872a1	cnic_6
1395-ep2380874a2	cnic_6
45133-ep2272846a1	cnic_6
45133-ep2305033a1	cnic_6
45133-ep2308852a1	cnic_6
45133-ep2311805a1	cnic_6
81536-ep2289890a1	cnic_6
81536-ep2305687a1	cnic_6
q9154808	cnic_6
propionate	cnic_7
propanoate	cnic_7
propanoic acid, ion(1-)	cnic_7
etco2 anion	cnic_7
72-03-7	cnic_7
unii-akw5em890c	cnic_7
akw5em890c	cnic_7
metacetonate	cnic_7
propanate	cnic_7
pseudoacetate	cnic_7
ethanecarboxylate	cnic_7
chembl500826	cnic_7
ncgc00159468-02	cnic_7
bugle	cnic_7
propionate ion	cnic_7
carboxylatoethane	cnic_7
propanoic acid anion	cnic_7
sentry grain preservative	cnic_7
ch3-ch2-coo(-)	cnic_7
chebi:17272	cnic_7
ctk4g1579	cnic_7
dtxsid90222279	cnic_7
bdbm50257201	cnic_7
stl483862	cnic_7
akos015901051	cnic_7
ncgc00159468-03	cnic_7
ncgc00159468-04	cnic_7
propanoic acid,neodymium(3+) salt (9ci)	cnic_7
ls-190254	cnic_7
3002-ep1441224a2	cnic_7
3002-ep2269977a2	cnic_7
3002-ep2270004a1	cnic_7
3002-ep2270006a1	cnic_7
3002-ep2270113a1	cnic_7
3002-ep2272817a1	cnic_7
3002-ep2272849a1	cnic_7
3002-ep2272935a1	cnic_7
3002-ep2275412a1	cnic_7
3002-ep2275414a1	cnic_7
3002-ep2275420a1	cnic_7
3002-ep2277565a2	cnic_7
3002-ep2277566a2	cnic_7
3002-ep2277567a1	cnic_7
3002-ep2277568a2	cnic_7
3002-ep2277569a2	cnic_7
3002-ep2277570a2	cnic_7
3002-ep2277622a1	cnic_7
3002-ep2277876a1	cnic_7
3002-ep2277898a2	cnic_7
3002-ep2280010a2	cnic_7
3002-ep2280014a2	cnic_7
3002-ep2281559a1	cnic_7
3002-ep2284149a1	cnic_7
3002-ep2284169a1	cnic_7
3002-ep2284171a1	cnic_7
3002-ep2284174a1	cnic_7
3002-ep2287158a1	cnic_7
3002-ep2287161a1	cnic_7
3002-ep2287162a1	cnic_7
3002-ep2287168a2	cnic_7
3002-ep2289868a1	cnic_7
3002-ep2289876a1	cnic_7
3002-ep2289891a2	cnic_7
3002-ep2292227a2	cnic_7
3002-ep2292280a1	cnic_7
3002-ep2292600a1	cnic_7
3002-ep2292614a1	cnic_7
3002-ep2295411a1	cnic_7
3002-ep2295412a1	cnic_7
3002-ep2295413a1	cnic_7
3002-ep2295426a1	cnic_7
3002-ep2295427a1	cnic_7
3002-ep2295437a1	cnic_7
3002-ep2295550a2	cnic_7
3002-ep2298415a1	cnic_7
3002-ep2298734a2	cnic_7
3002-ep2298764a1	cnic_7
3002-ep2298765a1	cnic_7
3002-ep2298775a1	cnic_7
3002-ep2298777a2	cnic_7
3002-ep2305033a1	cnic_7
3002-ep2305636a1	cnic_7
3002-ep2305642a2	cnic_7
3002-ep2305666a1	cnic_7
3002-ep2305671a1	cnic_7
3002-ep2305825a1	cnic_7
3002-ep2308812a2	cnic_7
3002-ep2308828a2	cnic_7
3002-ep2308844a2	cnic_7
3002-ep2308845a2	cnic_7
3002-ep2308846a2	cnic_7
3002-ep2308861a1	cnic_7
3002-ep2308872a1	cnic_7
3002-ep2308873a1	cnic_7
3002-ep2308875a1	cnic_7
3002-ep2311831a1	cnic_7
3002-ep2311837a1	cnic_7
3002-ep2314295a1	cnic_7
3002-ep2314584a1	cnic_7
3002-ep2316829a1	cnic_7
3002-ep2316834a1	cnic_7
3002-ep2316835a1	cnic_7
3002-ep2316836a1	cnic_7
3002-ep2371811a2	cnic_7
3002-ep2374454a1	cnic_7
3002-ep2374895a1	cnic_7
3033-ep2295402a2	cnic_7
3033-ep2301933a1	cnic_7
a839578	cnic_7
q862450	cnic_7
butyrate	cnic_8
butanoate	cnic_8
n-butyrate	cnic_8
n-butanoate	cnic_8
butanoic acid, ion(1-)	cnic_8
propylformate	cnic_8
butanate	cnic_8
461-55-2	cnic_8
1-butanoate	cnic_8
propanecarboxylate	cnic_8
1-butyrate	cnic_8
1-propanecarboxylate	cnic_8
chembl62381	cnic_8
ncgc00167555-01	cnic_8
ethyl,acetate	cnic_8
sodium; butyrate	cnic_8
c11h23nos	cnic_8
dtxsid8040432	cnic_8
chebi:17968	cnic_8
ctk8e0014	cnic_8
ch3-[ch2]2-coo(-)	cnic_8
bdbm50079401	cnic_8
c0035	cnic_8
m135	cnic_8
6523-ep1441224a2	cnic_8
6523-ep2269977a2	cnic_8
6523-ep2270004a1	cnic_8
6523-ep2270006a1	cnic_8
6523-ep2270113a1	cnic_8
6523-ep2272935a1	cnic_8
6523-ep2275412a1	cnic_8
6523-ep2277622a1	cnic_8
6523-ep2277876a1	cnic_8
6523-ep2280010a2	cnic_8
6523-ep2281559a1	cnic_8
6523-ep2287158a1	cnic_8
6523-ep2289883a1	cnic_8
6523-ep2289891a2	cnic_8
6523-ep2292227a2	cnic_8
6523-ep2292593a2	cnic_8
6523-ep2292600a1	cnic_8
6523-ep2292614a1	cnic_8
6523-ep2295411a1	cnic_8
6523-ep2295412a1	cnic_8
6523-ep2295413a1	cnic_8
6523-ep2295426a1	cnic_8
6523-ep2295427a1	cnic_8
6523-ep2295437a1	cnic_8
6523-ep2295550a2	cnic_8
6523-ep2298734a2	cnic_8
6523-ep2298775a1	cnic_8
6523-ep2305033a1	cnic_8
6523-ep2305666a1	cnic_8
6523-ep2305671a1	cnic_8
6523-ep2308812a2	cnic_8
6523-ep2308844a2	cnic_8
6523-ep2308845a2	cnic_8
6523-ep2308846a2	cnic_8
6523-ep2308861a1	cnic_8
6523-ep2308872a1	cnic_8
6523-ep2308873a1	cnic_8
6523-ep2308875a1	cnic_8
6523-ep2311494a1	cnic_8
6523-ep2311831a1	cnic_8
6523-ep2311837a1	cnic_8
6523-ep2311842a2	cnic_8
6523-ep2314584a1	cnic_8
6523-ep2316829a1	cnic_8
6523-ep2316834a1	cnic_8
6523-ep2316835a1	cnic_8
6523-ep2316836a1	cnic_8
6523-ep2374454a1	cnic_8
6523-ep2374895a1	cnic_8
59600-ep2275422a1	cnic_8
59600-ep2284166a1	cnic_8
59600-ep2289483a1	cnic_8
59600-ep2289881a1	cnic_8
59600-ep2292616a1	cnic_8
59600-ep2292625a1	cnic_8
59600-ep2295422a2	cnic_8
59600-ep2295436a1	cnic_8
59600-ep2298773a1	cnic_8
59600-ep2305033a1	cnic_8
59600-ep2308852a1	cnic_8
59600-ep2371823a1	cnic_8
59600-ep2374791a1	cnic_8
ab01566831_01	cnic_8
148067-ep2280005a1	cnic_8
148067-ep2289884a1	cnic_8
q55582441	cnic_8
3-(1h-indol-3-yl)propanoate	cnic_10
3-(1h-indol-3-yl)propionate	cnic_10
indolepropionate	cnic_10
indole-3-propanoate	cnic_10
indole-propionate	cnic_10
indole-3-propionate	cnic_10
indole-3-propionic acid, 4	cnic_10
bdbm92684	cnic_10
chebi:82916	cnic_10
q27156458	cnic_10
phenylacetate	cnic_11
2-phenylacetate	cnic_11
2-phenylethanoate	cnic_11
benzeneacetate	cnic_11
phenylacetate anion	cnic_11
phenylacetate(1-)	cnic_11
phenylacetic acid anion	cnic_11
bdbm36183	cnic_11
chebi:18401	cnic_11
c0211	cnic_11
akos024258138	cnic_11
29446-ep2275420a1	cnic_11
29446-ep2289876a1	cnic_11
29446-ep2295055a2	cnic_11
29446-ep2295416a2	cnic_11
29446-ep2298748a2	cnic_11
29446-ep2298764a1	cnic_11
29446-ep2298765a1	cnic_11
29446-ep2298777a2	cnic_11
29446-ep2305642a2	cnic_11
29446-ep2305671a1	cnic_11
29446-ep2311453a1	cnic_11
29446-ep2311842a2	cnic_11
ab01275449-01	cnic_11
a804964	cnic_11
q27103051	cnic_11
phenylacetic acid	cnic_11
benzeneacetic acid	cnic_11
2-phenylacetic acid	cnic_11
103-82-2	cnic_11
phenylethanoic acid	cnic_11
alpha-toluic acid	cnic_11
acetic acid, phenyl-	cnic_11
benzenacetic acid	cnic_11
benzylformic acid	cnic_11
phenyllacetic acid	cnic_11
benzylcarboxylic acid	cnic_11
phenyl acetic acid	cnic_11
kyselina fenyloctova	cnic_11
phenylacetic acid (natural)	cnic_11
kyselina fenyloctova [czech]	cnic_11
omega-phenylacetic acid	cnic_11
unii-er5i1w795a	cnic_11
nsc 125718	cnic_11
brn 1099647	cnic_11
fema no. 2878	cnic_11
.alpha.-toluic acid	cnic_11
chebi:30745	cnic_11
ai3-08920	cnic_11
hsdb 5010	cnic_11
einecs 203-148-6	cnic_11
phenyl-acetic acid	cnic_11
.omega.-phenylacetic acid	cnic_11
chembl1044	cnic_11
er5i1w795a	cnic_11
nsc125718	cnic_11
ncgc00159477-02	cnic_11
dsstox_cid_1656	cnic_11
dsstox_rid_76268	cnic_11
dsstox_gsid_21656	cnic_11
cas-103-82-2	cnic_11
phenylacetic	cnic_11
phenylethanoate	cnic_11
phenylessigsaure	cnic_11
w-phenylacetate	cnic_11
alpha-toluate	cnic_11
phenylactic acid	cnic_11
a-toluate	cnic_11
a-toluic acid	cnic_11
benzeneacetiic acid	cnic_11
omega-phenylacetate	cnic_11
organic white solid	cnic_11
w-phenylacetic acid	cnic_11
phenylacetate, xix	cnic_11
2-phenyl-acetic acid	cnic_11
phenylacetic acid, 99%	cnic_11
bmse000220	cnic_11
epitope id:116202	cnic_11
ec 203-148-6	cnic_11
schembl1459	cnic_11
4-09-00-01614 (beilstein handbook reference)	cnic_11
dtxsid2021656	cnic_11
bdbm16419	cnic_11
ctk0h5030	cnic_11
zinc388462	cnic_11
phenylacetic acid_gurudeebansatyavani	cnic_11
tox21_113042	cnic_11
tox21_200533	cnic_11
nsc139637	cnic_11
phenylacetic acid, natural, >=99%	cnic_11
sbb058199	cnic_11
stk297835	cnic_11
phenylacetic acid, analytical standard	cnic_11
akos000291351	cnic_11
tox21_113042_1	cnic_11
db09269	cnic_11
dl-0063	cnic_11
ls-3041	cnic_11
mcule-6701370784	cnic_11
nsc-125718	cnic_11
nsc-139637	cnic_11
ks-000024g2	cnic_11
phenylacetic acid, >=99%, fcc, fg	cnic_11
ncgc00159477-03	cnic_11
ncgc00159477-05	cnic_11
ncgc00258087-01	cnic_11
51146-16-8	cnic_11
bp-11383	cnic_11
nci60_000596	cnic_11
nci60_002571	cnic_11
phenylacetic acid, natural, >=99%, fg	cnic_11
db-003759	cnic_11
db-055176	cnic_11
ft-0641197	cnic_11
ft-0701063	cnic_11
phenylacetic acid, plant cell culture tested	cnic_11
st45061317	cnic_11
c07086	cnic_11
28028-ep2269988a2	cnic_11
28028-ep2270006a1	cnic_11
28028-ep2270008a1	cnic_11
28028-ep2272839a1	cnic_11
28028-ep2272840a1	cnic_11
28028-ep2275403a1	cnic_11
28028-ep2275413a1	cnic_11
28028-ep2287156a1	cnic_11
28028-ep2292617a1	cnic_11
28028-ep2295433a2	cnic_11
28028-ep2301940a1	cnic_11
28028-ep2305250a1	cnic_11
28028-ep2305260a1	cnic_11
28028-ep2305658a1	cnic_11
28028-ep2308833a2	cnic_11
28028-ep2308848a1	cnic_11
28028-ep2311807a1	cnic_11
28028-ep2311809a1	cnic_11
28028-ep2311825a1	cnic_11
28028-ep2314588a1	cnic_11
79377-ep2298766a1	cnic_11
79377-ep2305695a2	cnic_11
79377-ep2305696a2	cnic_11
79377-ep2305697a2	cnic_11
79377-ep2305698a2	cnic_11
q410842	cnic_11
8727557e-aa75-49e9-8e5a-7a2412d71888	cnic_11
tropicamide related compound d, united states pharmacopeia (usp) reference standard	cnic_11
tropicamide impurity d (phenylacetic acid - drug precursor), european pharmacopoeia (ep) reference standard	cnic_11
phenylpyruvic acid	cnic_12
2-oxo-3-phenylpropanoic acid	cnic_12
156-06-9	cnic_12
3-phenylpyruvic acid	cnic_12
phenylpyruvate	cnic_12
pyruvic acid, phenyl-	cnic_12
beta-phenylpyruvic acid	cnic_12
phenyl pyruvic acid	cnic_12
3-phenyl-2-oxopropanoate	cnic_12
alpha-ketohydrocinnamic acid	cnic_12
benzenepropanoic acid, .alpha.-oxo-	cnic_12
3-phenyl-2-oxopropanoic acid	cnic_12
unii-x7co62m413	cnic_12
phenylpyroracemic acid	cnic_12
chebi:30851	cnic_12
benzenepropanoic acid, alpha-oxo-	cnic_12
2-oxo-3-phenyl-propionic acid	cnic_12
x7co62m413	cnic_12
b-phenylpyruvic acid	cnic_12
ppy	cnic_12
2-oxo-3-phenylpropionic acid	cnic_12
alpha-keto-dl-phenylalanine	cnic_12
2-oxo-3-phenylpropanic acid	cnic_12
2-oxo-3-phenyl-propanoic acid	cnic_12
b-phenylpyruvate	cnic_12
phenylpyruvicacid	cnic_12
phenylpyroracemate	cnic_12
4kif	cnic_12
beta-phenylpyruvate	cnic_12
phenyl-pyruvic acid	cnic_12
einecs 205-847-1	cnic_12
a-hydroxycinnamic acid	cnic_12
phenylbrenztraubensaeure	cnic_12
alpha-ketohydrocinnamate	cnic_12
.beta.-phenylpyruvic acid	cnic_12
phenylpyruvic acid, 98%	cnic_12
acmc-209dd9	cnic_12
dsstox_cid_22281	cnic_12
dsstox_rid_79988	cnic_12
dsstox_gsid_42281	cnic_12
schembl43235	cnic_12
alpha-oxo-benzenepropanoic acid	cnic_12
a-oxobenzenepropanoic acid, 9ci	cnic_12
chembl1162488	cnic_12
dtxsid1042281	cnic_12
ctk3i9730	cnic_12
fema 3892	cnic_12
zinc901485	cnic_12
ks-000012we	cnic_12
tox21_301362	cnic_12
7828aa	cnic_12
anw-21595	cnic_12
arj102154	cnic_12
bdbm50167651	cnic_12
geo-02572	cnic_12
mfcd00002589	cnic_12
s6131	cnic_12
sbb012361	cnic_12
akos000161798	cnic_12
cs-w013246	cnic_12
db03884	cnic_12
hy-w012530	cnic_12
mcule-9935480822	cnic_12
phenylpyruvic acid, analytical standard	cnic_12
ncgc00255726-01	cnic_12
ak-90109	cnic_12
cas-156-06-9	cnic_12
sc-18873	cnic_12
st068813	cnic_12
2-hydroxy-3-phenyl-2-propenoic acid, 9ci	cnic_12
ac-116009	cnic_12
db-043302	cnic_12
phenylpyruvic acid, purum, >=98.0% (t)	cnic_12
ft-0631855	cnic_12
p0154	cnic_12
en300-49247	cnic_12
c00166	cnic_12
1r-0191	cnic_12
q425030	cnic_12
sr-01000580517	cnic_12
q-201562	cnic_12
sr-01000580517-1	cnic_12
2-oxo-3-phenylpropanoic acid (mixture oxo and keto)	cnic_12
7d5f143e-52e8-4fbb-87f1-0d4f96b4ca60	cnic_12
z1270443861	cnic_12
keto-phenylpyruvate	cnic_12
2-oxo-3-phenylpropanoate	cnic_12
3-phenylpyruvate	cnic_12
2-oxidanylidene-3-phenyl-propanoate	cnic_12
benzylglyoxylate	cnic_12
chebi:18005	cnic_12
phenylpyruvic acid, calcium salt	cnic_12
dtxsid30924063	cnic_12
bdbm50269985	cnic_12
p-5000	cnic_12
a804835	cnic_12
a809715	cnic_12
q27102755	cnic_12
2-phenylpropionic acid	cnic_15
492-37-5	cnic_15
