Name	HMDB_ID
Bicyclo[3.1.1]hept-2-ene,2,6,6-trimethyl-, (1S,5S)-	CPD-4892
DL-Pin-2(3)-ene	CPD-4892
DSSTox_CID_9290	CPD-4892
DSSTox_RID_78752	CPD-4892
DSSTox_GSID_29290	CPD-4892
Bicyclo(3.1.1)hept-2-ene, 2,6,6-trimethyl-, (1S,5S)-	CPD-4892
(-)-2-Pinene	CPD-4892
(1S)-(-)-alpha-Pinene, 98%	CPD-4892
2-Pinene, (1S,5S)-(-)-	CPD-4892
alpha-Pinene (natural)	CPD-4892
(-)-Pin-2(3)-ene	CPD-4892
CAS-7785-26-4	CPD-4892
FEMA Number 2902	CPD-4892
alpha-Pinene, (-)-	CPD-4892
(1S)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	CPD-4892
CCRIS 697	CPD-4892
FEMA No. 2902	CPD-4892
HSDB 720	CPD-4892
(1S,5S)-2-Pinene	CPD-4892
(1S)-(-)-|A-Pinene	CPD-4892
CCRIS 9060	CPD-4892
EINECS 201-291-9	CPD-4892
EINECS 219-445-9	CPD-4892
UN2368	CPD-4892
alpha pinene l-	CPD-4892
BRN 3194807	CPD-4892
EINECS 232-077-3	CPD-4892
AI3-24594	CPD-4892
4,6,6-Trimethylbicyklo(3,1,1)hept-3-en	CPD-4892
Alpha-Pinene ,(S)	CPD-4892
Bicyclo(3.1.1)hept-2-ene, 2,6,6-trimethyl	CPD-4892
DL-ALPHA-PINENE	CPD-4892
2-Pinene (8CI)	CPD-4892
4,6,6-Trimethylbicyklo(3,1,1)hept-3-en [Czech]	CPD-4892
EC 232-077-3	CPD-4892
(1S,5S)-pin-2-ene	CPD-4892
(-)-alpha-pinene derivatives	CPD-4892
KSC645A4T	CPD-4892
(-)-1S,5S-|A-pinene	CPD-4892
(&#8722;)-alpha-Pinene	CPD-4892
(-)-(1S,5S)-alpha-pinene	CPD-4892
CHEMBL3109297	CPD-4892
DTXSID2029290	CPD-4892
CTK5E5049	CPD-4892
ZINC967580	CPD-4892
HY-N0549	CPD-4892
Tox21_201760	CPD-4892
Tox21_303591	CPD-4892
ANW-41870	CPD-4892
BBL027336	CPD-4892
s5596	CPD-4892
STK801840	CPD-4892
AKOS005622550	CPD-4892
AKOS015918159	CPD-4892
(-)-alpha-Pinene, analytical standard	CPD-4892
CCG-266135	CPD-4892
EBD2197951	CPD-4892
MCULE-3867013572	CPD-4892
NCGC00249114-01	CPD-4892
NCGC00257392-01	CPD-4892
NCGC00259309-01	CPD-4892
BC000912	CPD-4892
SC-52700	CPD-4892
VS-08526	CPD-4892
(-)-alpha-Pinene, >=97%, FCC, FG	CPD-4892
CS-0009077	CPD-4892
alpha-Pinene [UN2368]  [Flammable liquid]	CPD-4892
C06308	CPD-4892
EC 201-291-9	CPD-4892
4-05-00-00456 (Beilstein Handbook Reference)	CPD-4892
A839244	CPD-4892
Q300852	CPD-4892
J-500490	CPD-4892
(-)-alpha-Pinene, cont. variable amounts of enantiomer	CPD-4892
(-)-alpha-Pinene, 99%, optical purity ee: 97% (GLC)	CPD-4892
UNII-996299PUKB component GRWFGVWFFZKLTI-IUCAKERBSA-N	CPD-4892
UNII-JPF3YI7O34 component GRWFGVWFFZKLTI-IUCAKERBSA-N	CPD-4892
(-)-alpha-Pinene, 98%, optical purity ee: >=81% (GLC)	CPD-4892
(-)-alpha-Pinene, 99%, optical purity ee: >=86% (GLC)	CPD-4892
BETA-CARYOPHYLLENE	CPD-8230
Caryophyllene	CPD-8230
(-)-trans-Caryophyllene	CPD-8230
87-44-5	CPD-8230
(-)-beta-caryophyllene	CPD-8230
trans-Caryophyllene	CPD-8230
(E)-Caryophyllene	CPD-8230
L-Caryophyllene	CPD-8230
(E)-beta-caryophyllene	CPD-8230
b-caryophyllene	CPD-8230
trans-beta-caryophyllene	CPD-8230
(-)-Caryophyllene	CPD-8230
.beta.-Caryophyllen	CPD-8230
.beta.-Caryophyllene	CPD-8230
(E)-beta-caryophylene	CPD-8230
.beta.-(E)-Caryophyllene	CPD-8230
CHEBI:10357	CPD-8230
UNII-BHW853AU9H	CPD-8230
(1R,9S,E)-4,11,11-trimethyl-8-methylenebicyclo[7.2.0]undec-4-ene	CPD-8230
(1S,9R)-6,10,10-trimethyl-2-methylenebicyclo[7.2.0]undec-5-ene	CPD-8230
C15H24	CPD-8230
E-.beta.-caryophyllene	CPD-8230
(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene	CPD-8230
BHW853AU9H	CPD-8230
.beta.-Caryophyllene, (-)	CPD-8230
Tincturoid	CPD-8230
NSC11906	CPD-8230
Caryophyllene B	CPD-8230
beta-cariofillene	CPD-8230
(1R,4E,9S)-4,11,11-trimethyl-8-methylene-bicyclo[7.2.0]undec-4-ene	CPD-8230
beta-caryophillene	CPD-8230
Beta-Caryophylene	CPD-8230
Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-, [1R-(1R*,4E,9S*)]-	CPD-8230
E-beta-caryophyllene	CPD-8230
Caryophyllene, (E)	CPD-8230
beta-(e)-caryophyllene	CPD-8230
beta-trans-caryophyllene	CPD-8230
(-)-  -caryophyllene	CPD-8230
(-)-(E)-Caryophyllene	CPD-8230
DSSTox_CID_4739	CPD-8230
.beta.-trans-Caryophyllene	CPD-8230
trans-.beta.-Caryophyllene	CPD-8230
(-)-I(2)-caryophyllene	CPD-8230
DSSTox_RID_77517	CPD-8230
DSSTox_GSID_24739	CPD-8230
CHEMBL445740	CPD-8230
DTXSID8024739	CPD-8230
Bicyclo(7.2.0)undec-4-ene, 8-methylene-4,11,11-trimethyl-, (E)-(1R,9S)-(-)-	CPD-8230
Bicyclo[7.2.0]undec-4-ene, 8-methylene-4,11,11-trimethyl-, (E)-(1R,9S)-(-)-	CPD-8230
HY-N1415	CPD-8230
ZINC8234282	CPD-8230
Tox21_301497	CPD-8230
MFCD00075925	CPD-8230
s6058	CPD-8230
(1R,4E,9S)-4,11,11-trimethyl-8-methylenebicyclo[7.2.0]undec-4-ene	CPD-8230
AKOS024283988	CPD-8230
trans-(1R,9S)-8-Methylene-4,11,11-trimethylbicyclo[7.2.0]undec-4-ene	CPD-8230
LMPR0103120001	CPD-8230
beta-Caryophyllene, >=80%, FCC, FG	CPD-8230
CAS-87-44-5	CPD-8230
NCGC00142620-01	CPD-8230
NCGC00255159-01	CPD-8230
ST072181	CPD-8230
(-)-trans-Caryophyllene, analytical standard	CPD-8230
CS-0016839	CPD-8230
V0915	CPD-8230
C09629	CPD-8230
Q421614	CPD-8230
W-109317	CPD-8230
UNII-K4H93P747O component NPNUFJAVOOONJE-GFUGXAQUSA-N	CPD-8230
(-)-trans-Caryophyllene, >=98.5% (sum of enantiomers, GC)	CPD-8230
trans-(1R,9S)-4,11,11-trimethyl-8-methylenebicyclo[7.2.0]undec-4-ene	CPD-8230
8-Methylene-4,11,11-(trimethyl)bicyclo(7.2.0)undec-4-ene, (1R,4E,9S)-	CPD-8230
Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-, (E)-(1R,9S)-(-)-	CPD-8230
Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-, [1R- (1R*,4E,9S*)]-	CPD-8230
beta-Cubebene	CPD-8803
13744-15-5	CPD-8803
(-)-beta-cubebene	CPD-8803
(3as,3br,4s,7r,7ar)-7-methyl-3-methylidene-4-(propan-2-yl)octahydro-1h-cyclopenta[1,3]cyclopropa[1,2]benzene	CPD-8803
(3aS-(3aalpha,3bbata,4beta,7alpha,7aS*))-octahydro-7-methyl-3-methylene-4-(1-methylethyl)-1Hcyclopenta(1,3)cyclopropa(1,2)benzene	CPD-8803
b-Cubebene	CPD-8803
(-)-b-Cubebene	CPD-8803
C09648	CPD-8803
CHEBI:10363	CPD-8803
DTXSID201017555	CPD-8803
ZINC8234285	CPD-8803
1H-Cyclopenta(1,3)cyclopropa(1,2)benzene, octahydro-7-methyl-3-methylene-4-(1-methylethyl)-, (3aS-(3aalpha,3bbata,4beta,7alpha,7aS*))-	CPD-8803
Q27108624	CPD-8803
(1R,5S,6R,7S,10R)-10-methyl-4-methylidene-7-propan-2-yltricyclo[4.4.0.01,5]decane	CPD-8803
(3aS,3bR,4S,7R,7aR)-4-Isopropyl-7-methyl-3-methyleneoctahydro-1H-cyclopenta[1,3]cyclopropa[1,2]benzene	CPD-8803
(3aS-(3aalpha,3bbata,4b,7a,7aA*))-octahydro-7-methyl-3-methylene-4-(1-methylethyl)-1hcyclopenta(1,3)cyclopropa(1,2)benzene	CPD-8803
(3aS-(3aalpha,3bbata,4S,7R,7aS*))-octahydro-7-methyl-3-methylene-4-(1-methylethyl)-1H-cyclopenta(1,3)cyclopropa(1,2)benzene	CPD-8803
(-)-beta-curcumene	CPD-11392
beta-Curcumene	CPD-11392
28976-67-2	CPD-11392
1-methyl-4-[(2R)-6-methylhept-5-en-2-yl]cyclohexa-1,4-diene	CPD-11392
(R)-1-Methyl-4-(6-methylhept-5-en-2-yl)cyclohexa-1,4-diene	CPD-11392
1,4-Cyclohexadiene, 1-(1,5-dimethyl-4-hexenyl)-4-methyl-, (R)-	CPD-11392
CHEBI:62760	CPD-11392
DTXSID30905039	CPD-11392
Q27132151	CPD-11392
BETA-ELEMENE	CPD-8232
beta-Elemen	CPD-8232
(-)-beta-Elemene	CPD-8232
Levo-beta-elemene	CPD-8232
515-13-9	CPD-8232
ss-Elemene	CPD-8232
UNII-2QG8CX6LXD	CPD-8232
2,4-Diisopropenyl-1-methyl-1-vinylcyclohexane	CPD-8232
CHEBI:62855	CPD-8232
2QG8CX6LXD	CPD-8232
33880-83-0	CPD-8232
(1S,2S,4R)-2,4-diisopropenyl-1-methyl-1-vinylcyclohexane	CPD-8232
(1S,2S,4R)-(-)-1-methyl-1-vinyl-2,4-diisopropenylcyclohexane	CPD-8232
(1S,2S,4R)-1-methyl-2,4-di(prop-1-en-2-yl)-1-vinylcyclohexane	CPD-8232
Cyclohexane, 1-ethenyl-1-methyl-2,4-bis(1-methylethenyl)-, (1S,2S,4R)-	CPD-8232
beta-Elemene, (-)-	CPD-8232
(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane	CPD-8232
(1S,2S,4R)-1-ethenyl-1-methyl-2,4-di(prop-1-en-2-yl)cyclohexane	CPD-8232
(-)-  -Elemene	CPD-8232
BETA-ELEMENE 82%	CPD-8232
b-elemene	CPD-8232
b-Elemen	CPD-8232
Levo-b-elemene	CPD-8232
Cyclohexane, 1-ethenyl-1-methyl-2,4-bis(1-methylethenyl)-, (1S-(1-alpha,2-beta,4-beta))-	CPD-8232
(-)-b-Elemene	CPD-8232
E- .beta.-Elemene	CPD-8232
Epitope ID:153551	CPD-8232
Cyclohexane, 2,4-diisopropenyl-1-methyl-1-vinyl-, (1S,2S,4R)-	CPD-8232
CHEMBL448502	CPD-8232
DTXSID60881211	CPD-8232
SDP-111	CPD-8232
8064AH	CPD-8232
s6957	CPD-8232
ZINC14096289	CPD-8232
AKOS028108977	CPD-8232
(-)-beta-Elemene, analytical standard	CPD-8232
Cyclohexane, 1-ethenyl-1-methyl-2,4-bis(1-methylethenyl)-, [1S-(1alpha,2beta,4beta)]-	CPD-8232
HY-107324	CPD-8232
CS-0028143	CPD-8232
C17094	CPD-8232
880E830	CPD-8232
Q27132237	CPD-8232
1-ethenyl-1-methyl-2,4-bis(1-methylethenyl)-cyclohexane	CPD-8232
(-)-beta-Phellandrene	CPD-8768
beta-Phellandrene l-form	CPD-8768
UNII-V8A8NZ60JW	CPD-8768
6153-17-9	CPD-8768
V8A8NZ60JW	CPD-8768
(6R)-3-methylidene-6-(propan-2-yl)cyclohex-1-ene	CPD-8768
Cyclohexene, 3-methylene-6-(1-methylethyl)-, (-)-	CPD-8768
(-)-p-mentha-1(7),2-diene	CPD-8768
(4R)-p-mentha-1(7),2-diene	CPD-8768
(R)-3-isopropyl-6-methylenecyclohexene	CPD-8768
(3R)-3-isopropyl-6-methylenecyclohexene	CPD-8768
.delta.-phellandrene	CPD-8768
(4S)-beta-phellandrene	CPD-8768
(6R)-3-methylidene-6-propan-2-ylcyclohexene	CPD-8768
CHEBI:129	CPD-8768
ZINC1531621	CPD-8768
(-)-3-methylene-6-(1-methylethyl)cyclohexene	CPD-8768
C11392	CPD-8768
Q27105254	CPD-8768
UNII-2KK225M001 component LFJQCDVYDGGFCH-SNVBAGLBSA-N	CPD-8768
UNII-HU0VZO1K2G component LFJQCDVYDGGFCH-SNVBAGLBSA-N	CPD-8768
(-)-beta-Pinene	CPD-4891
18172-67-3	CPD-4891
(1S)-(-)-beta-Pinene	CPD-4891
(-)-nopinene	CPD-4891
(1S,5S)-6,6-Dimethyl-2-methylenebicyclo[3.1.1]heptane	CPD-4891
(-)-b-Pinene	CPD-4891
UNII-AFN153A7SU	CPD-4891
(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane	CPD-4891
AFN153A7SU	CPD-4891
(-)-Pin-2(10)-ene	CPD-4891
(-)-(1S,5S)-beta-pinene	CPD-4891
l-beta-Pinene	CPD-4891
CHEBI:28359	CPD-4891
(1S,5S)-pin-2(10)-ene	CPD-4891
Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1S,5S)-	CPD-4891
Nopinen	CPD-4891
Rosemarel	CPD-4891
CCRIS 3201	CPD-4891
B-pinene	CPD-4891
(1S)-(-)-beta-Pinene, 98%	CPD-4891
EINECS 242-060-2	CPD-4891
beta-Pinene (natural)	CPD-4891
(1S,5S)-6,6-dimethyl-2-methylene-norpinane	CPD-4891
(-)-2(10)-Pinene	CPD-4891
FEMA No. 2903	CPD-4891
HSDB 5615	CPD-4891
(1S,5S)-2(10)-Pinene	CPD-4891
Bicyclo(3.1.1)heptane, 6,6-dimethyl-2-methylene-, (1S)-	CPD-4891
Bicyclo(3.1.1)heptane, 6,6-dimethyl-2-methylene-, (1S,5S)-	CPD-4891
EINECS 204-872-5	CPD-4891
EINECS 245-424-9	CPD-4891
Laevo-b-pinene	CPD-4891
MFCD00001345	CPD-4891
NSC 21447	CPD-4891
laevo-beta-Pinene	CPD-4891
L-b-Pinene	CPD-4891
AI3-24483	CPD-4891
beta-Pinene: Nopinene	CPD-4891
(?)-|A-Pinene	CPD-4891
(1S,5S)-beta-pinene	CPD-4891
(1)-6,6-Dimethyl-2-methylenebicyclo(3.1.1)heptane	CPD-4891
EC 242-060-2	CPD-4891
(1S)-(1)-b-Pinene	CPD-4891
DSSTox_CID_21184	CPD-4891
DSSTox_RID_79640	CPD-4891
(-)-beta-pinene derivatives	CPD-4891
DSSTox_GSID_41184	CPD-4891
(-)-beta-Pinene, 99%	CPD-4891
1S,5S-(-)-beta-Pinene	CPD-4891
(-)-beta-Pinene, >=99%	CPD-4891
CHEMBL3184774	CPD-4891
DTXSID1041184	CPD-4891
HY-N0550	CPD-4891
ZINC1530385	CPD-4891
Tox21_301162	CPD-4891
(-)-beta-Pinene, analytical standard	CPD-4891
(1S)-(-)-pin-2(10)-ene	CPD-4891
AKOS006342971	CPD-4891
LMPR0102120013	CPD-4891
NCGC00248311-01	CPD-4891
NCGC00255060-01	CPD-4891
(-)-beta-Pinene, >=97%, FCC, FG	CPD-4891
CAS-18172-67-3	CPD-4891
CS-0009078	CPD-4891
S6275	CPD-4891
C06307	CPD-4891
W-107806	CPD-4891
Q27103655	CPD-4891
(-)-beta-Pinene, primary pharmaceutical reference standard	CPD-4891
bicyclo(3.1.1)heptane,6.6-dimethyl-2-methylene 1.(1S)	CPD-4891
UNII-4MS8VHZ1HJ component WTARULDDTDQWMU-IUCAKERBSA-N	CPD-4891
UNII-996299PUKB component WTARULDDTDQWMU-IUCAKERBSA-N	CPD-4891
(-)-Borneol	CPD-1908
Borneol	CPD-1908
464-45-9	CPD-1908
L-Borneol	CPD-1908
[(1s)-endo]-(-)-borneol	CPD-1908
endo-Borneol	CPD-1908
(1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol	CPD-1908
Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, (1S,2R,4S)-	CPD-1908
Linderol	CPD-1908
UNII-1Y84986J9Q	CPD-1908
507-70-0	CPD-1908
Borneo camphor	CPD-1908
Bornyl alcohol	CPD-1908
Sumatra camphor	CPD-1908
CHEBI:15394	CPD-1908
DL-Borneol	CPD-1908
NGAI camphor	CPD-1908
1-Bornyl alcohol	CPD-1908
l-2-Camphanol	CPD-1908
l-2-Bornanol	CPD-1908
L(-)-Borneol	CPD-1908
MFCD00003759	CPD-1908
1Y84986J9Q	CPD-1908
(1S-endo)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol	CPD-1908
DSSTox_CID_2035	CPD-1908
L(-)-Borneol, 97%	CPD-1908
DSSTox_RID_76465	CPD-1908
DSSTox_GSID_22035	CPD-1908
d-Borneol	CPD-1908
endo-(1S)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol	CPD-1908
