Name	inHouse_ID
CMC_13391	cnic_6
STL282721	cnic_6
AKOS022101130	cnic_6
DB14511	cnic_6
LS-189936	cnic_6
1395-EP1441224A2	cnic_6
1395-EP2269610A2	cnic_6
1395-EP2269977A2	cnic_6
1395-EP2269978A2	cnic_6
1395-EP2269985A2	cnic_6
1395-EP2269990A1	cnic_6
1395-EP2269991A2	cnic_6
1395-EP2269993A1	cnic_6
1395-EP2270004A1	cnic_6
1395-EP2270006A1	cnic_6
1395-EP2270008A1	cnic_6
1395-EP2270010A1	cnic_6
1395-EP2270014A1	cnic_6
1395-EP2270016A1	cnic_6
1395-EP2270113A1	cnic_6
1395-EP2272813A2	cnic_6
1395-EP2272817A1	cnic_6
1395-EP2272822A1	cnic_6
1395-EP2272831A1	cnic_6
1395-EP2272843A1	cnic_6
1395-EP2272846A1	cnic_6
1395-EP2272847A1	cnic_6
1395-EP2272849A1	cnic_6
1395-EP2272935A1	cnic_6
1395-EP2272972A1	cnic_6
1395-EP2272973A1	cnic_6
1395-EP2275102A1	cnic_6
1395-EP2275105A1	cnic_6
1395-EP2275395A2	cnic_6
1395-EP2275404A1	cnic_6
1395-EP2275411A2	cnic_6
1395-EP2275412A1	cnic_6
1395-EP2275417A2	cnic_6
1395-EP2275420A1	cnic_6
1395-EP2277507A1	cnic_6
1395-EP2277565A2	cnic_6
1395-EP2277566A2	cnic_6
1395-EP2277567A1	cnic_6
1395-EP2277568A2	cnic_6
1395-EP2277569A2	cnic_6
1395-EP2277570A2	cnic_6
1395-EP2277848A1	cnic_6
1395-EP2277861A1	cnic_6
1395-EP2277872A1	cnic_6
1395-EP2277875A2	cnic_6
1395-EP2277876A1	cnic_6
1395-EP2277877A1	cnic_6
1395-EP2277898A2	cnic_6
1395-EP2279741A2	cnic_6
1395-EP2279750A1	cnic_6
1395-EP2280005A1	cnic_6
1395-EP2280008A2	cnic_6
1395-EP2280009A1	cnic_6
1395-EP2280010A2	cnic_6
1395-EP2280011A1	cnic_6
1395-EP2280012A2	cnic_6
1395-EP2281559A1	cnic_6
1395-EP2281563A1	cnic_6
1395-EP2281812A1	cnic_6
1395-EP2281815A1	cnic_6
1395-EP2281817A1	cnic_6
1395-EP2281818A1	cnic_6
1395-EP2281824A1	cnic_6
1395-EP2284149A1	cnic_6
1395-EP2284150A2	cnic_6
1395-EP2284151A2	cnic_6
1395-EP2284152A2	cnic_6
1395-EP2284153A2	cnic_6
1395-EP2284155A2	cnic_6
1395-EP2284156A2	cnic_6
1395-EP2284157A1	cnic_6
1395-EP2284159A1	cnic_6
1395-EP2284160A1	cnic_6
1395-EP2284162A2	cnic_6
1395-EP2284163A2	cnic_6
1395-EP2284164A2	cnic_6
1395-EP2284169A1	cnic_6
1395-EP2284170A1	cnic_6
1395-EP2284171A1	cnic_6
1395-EP2284172A1	cnic_6
1395-EP2284178A2	cnic_6
1395-EP2284179A2	cnic_6
1395-EP2286795A1	cnic_6
1395-EP2286811A1	cnic_6
1395-EP2286812A1	cnic_6
1395-EP2287140A2	cnic_6
1395-EP2287148A2	cnic_6
1395-EP2287150A2	cnic_6
1395-EP2287153A1	cnic_6
1395-EP2287158A1	cnic_6
1395-EP2287159A1	cnic_6
1395-EP2287161A1	cnic_6
1395-EP2287162A1	cnic_6
1395-EP2287167A1	cnic_6
1395-EP2289510A1	cnic_6
1395-EP2289868A1	cnic_6
1395-EP2289871A1	cnic_6
1395-EP2289876A1	cnic_6
1395-EP2289884A1	cnic_6
1395-EP2289890A1	cnic_6
1395-EP2289892A1	cnic_6
1395-EP2289893A1	cnic_6
1395-EP2289894A2	cnic_6
1395-EP2292222A1	cnic_6
1395-EP2292227A2	cnic_6
1395-EP2292280A1	cnic_6
1395-EP2292590A2	cnic_6
1395-EP2292593A2	cnic_6
1395-EP2292595A1	cnic_6
1395-EP2292597A1	cnic_6
1395-EP2292600A1	cnic_6
1395-EP2292607A2	cnic_6
1395-EP2292613A1	cnic_6
1395-EP2292614A1	cnic_6
1395-EP2292615A1	cnic_6
1395-EP2292617A1	cnic_6
1395-EP2292628A2	cnic_6
1395-EP2295055A2	cnic_6
1395-EP2295402A2	cnic_6
1395-EP2295406A1	cnic_6
1395-EP2295407A1	cnic_6
1395-EP2295409A1	cnic_6
1395-EP2295411A1	cnic_6
1395-EP2295412A1	cnic_6
1395-EP2295413A1	cnic_6
1395-EP2295415A1	cnic_6
1395-EP2295416A2	cnic_6
1395-EP2295419A2	cnic_6
1395-EP2295426A1	cnic_6
1395-EP2295427A1	cnic_6
1395-EP2295429A1	cnic_6
1395-EP2295430A2	cnic_6
1395-EP2295431A2	cnic_6
1395-EP2295432A1	cnic_6
1395-EP2295433A2	cnic_6
1395-EP2295434A2	cnic_6
1395-EP2295437A1	cnic_6
1395-EP2295550A2	cnic_6
1395-EP2298313A1	cnic_6
1395-EP2298415A1	cnic_6
1395-EP2298728A1	cnic_6
1395-EP2298731A1	cnic_6
1395-EP2298732A1	cnic_6
1395-EP2298734A2	cnic_6
1395-EP2298735A1	cnic_6
1395-EP2298736A1	cnic_6
1395-EP2298744A2	cnic_6
1395-EP2298745A1	cnic_6
1395-EP2298748A2	cnic_6
1395-EP2298761A1	cnic_6
1395-EP2298764A1	cnic_6
1395-EP2298765A1	cnic_6
1395-EP2298767A1	cnic_6
1395-EP2298768A1	cnic_6
1395-EP2298770A1	cnic_6
1395-EP2298772A1	cnic_6
1395-EP2298775A1	cnic_6
1395-EP2298776A1	cnic_6
1395-EP2298777A2	cnic_6
1395-EP2298783A1	cnic_6
1395-EP2298828A1	cnic_6
1395-EP2301534A1	cnic_6
1395-EP2301540A1	cnic_6
1395-EP2301912A2	cnic_6
1395-EP2301913A1	cnic_6
1395-EP2301914A1	cnic_6
1395-EP2301916A2	cnic_6
1395-EP2301923A1	cnic_6
1395-EP2301927A1	cnic_6
1395-EP2301928A1	cnic_6
1395-EP2301929A1	cnic_6
1395-EP2301930A1	cnic_6
1395-EP2301933A1	cnic_6
1395-EP2301935A1	cnic_6
1395-EP2301937A1	cnic_6
1395-EP2302003A1	cnic_6
1395-EP2305219A1	cnic_6
1395-EP2305260A1	cnic_6
1395-EP2305633A1	cnic_6
1395-EP2305636A1	cnic_6
1395-EP2305637A2	cnic_6
1395-EP2305640A2	cnic_6
1395-EP2305642A2	cnic_6
1395-EP2305643A1	cnic_6
1395-EP2305652A2	cnic_6
1395-EP2305660A1	cnic_6
1395-EP2305666A1	cnic_6
1395-EP2305668A1	cnic_6
1395-EP2305671A1	cnic_6
1395-EP2305673A1	cnic_6
1395-EP2305674A1	cnic_6
1395-EP2305679A1	cnic_6
1395-EP2305682A1	cnic_6
1395-EP2305683A1	cnic_6
1395-EP2305684A1	cnic_6
1395-EP2305687A1	cnic_6
1395-EP2305695A2	cnic_6
1395-EP2305696A2	cnic_6
1395-EP2305697A2	cnic_6
1395-EP2305698A2	cnic_6
1395-EP2305808A1	cnic_6
1395-EP2305825A1	cnic_6
1395-EP2308479A2	cnic_6
1395-EP2308509A1	cnic_6
1395-EP2308510A1	cnic_6
1395-EP2308562A2	cnic_6
1395-EP2308812A2	cnic_6
1395-EP2308828A2	cnic_6
1395-EP2308832A1	cnic_6
1395-EP2308833A2	cnic_6
1395-EP2308838A1	cnic_6
1395-EP2308839A1	cnic_6
1395-EP2308844A2	cnic_6
1395-EP2308845A2	cnic_6
1395-EP2308846A2	cnic_6
1395-EP2308851A1	cnic_6
1395-EP2308855A1	cnic_6
1395-EP2308858A1	cnic_6
1395-EP2308861A1	cnic_6
1395-EP2308863A1	cnic_6
1395-EP2308867A2	cnic_6
1395-EP2308870A2	cnic_6
1395-EP2308872A1	cnic_6
1395-EP2308873A1	cnic_6
1395-EP2308875A1	cnic_6
1395-EP2308879A1	cnic_6
1395-EP2308960A1	cnic_6
1395-EP2309564A1	cnic_6
1395-EP2311451A1	cnic_6
1395-EP2311453A1	cnic_6
1395-EP2311796A1	cnic_6
1395-EP2311797A1	cnic_6
1395-EP2311798A1	cnic_6
1395-EP2311799A1	cnic_6
1395-EP2311802A1	cnic_6
1395-EP2311803A1	cnic_6
1395-EP2311805A1	cnic_6
1395-EP2311806A2	cnic_6
1395-EP2311808A1	cnic_6
1395-EP2311814A1	cnic_6
1395-EP2311816A1	cnic_6
1395-EP2311817A1	cnic_6
1395-EP2311823A1	cnic_6
1395-EP2311824A1	cnic_6
1395-EP2311825A1	cnic_6
1395-EP2311827A1	cnic_6
1395-EP2311829A1	cnic_6
1395-EP2311830A1	cnic_6
1395-EP2311831A1	cnic_6
1395-EP2311834A1	cnic_6
1395-EP2311835A1	cnic_6
1395-EP2311837A1	cnic_6
1395-EP2311839A1	cnic_6
1395-EP2311841A1	cnic_6
1395-EP2311842A2	cnic_6
1395-EP2311846A1	cnic_6
1395-EP2314295A1	cnic_6
1395-EP2314571A2	cnic_6
1395-EP2314578A1	cnic_6
1395-EP2314584A1	cnic_6
1395-EP2314586A1	cnic_6
1395-EP2314587A1	cnic_6
1395-EP2314589A1	cnic_6
1395-EP2314590A1	cnic_6
1395-EP2314593A1	cnic_6
1395-EP2316450A1	cnic_6
1395-EP2316452A1	cnic_6
1395-EP2316457A1	cnic_6
1395-EP2316458A1	cnic_6
1395-EP2316470A2	cnic_6
1395-EP2316824A1	cnic_6
1395-EP2316825A1	cnic_6
1395-EP2316826A1	cnic_6
1395-EP2316827A1	cnic_6
1395-EP2316828A1	cnic_6
1395-EP2316829A1	cnic_6
1395-EP2316830A2	cnic_6
1395-EP2316831A1	cnic_6
1395-EP2316832A1	cnic_6
1395-EP2316833A1	cnic_6
1395-EP2316834A1	cnic_6
1395-EP2316835A1	cnic_6
1395-EP2316836A1	cnic_6
1395-EP2316837A1	cnic_6
1395-EP2371797A1	cnic_6
1395-EP2371800A1	cnic_6
1395-EP2371811A2	cnic_6
1395-EP2374454A1	cnic_6
1395-EP2374538A1	cnic_6
1395-EP2374788A1	cnic_6
1395-EP2374895A1	cnic_6
1395-EP2377845A1	cnic_6
1395-EP2377848A1	cnic_6
1395-EP2380661A2	cnic_6
1395-EP2380872A1	cnic_6
1395-EP2380874A2	cnic_6
45133-EP2272846A1	cnic_6
45133-EP2305033A1	cnic_6
45133-EP2308852A1	cnic_6
45133-EP2311805A1	cnic_6
81536-EP2289890A1	cnic_6
81536-EP2305687A1	cnic_6
Q9154808	cnic_6
propionate	cnic_7
propanoate	cnic_7
Propanoic acid, ion(1-)	cnic_7
EtCO2 anion	cnic_7
72-03-7	cnic_7
UNII-AKW5EM890C	cnic_7
AKW5EM890C	cnic_7
metacetonate	cnic_7
propanate	cnic_7
pseudoacetate	cnic_7
ethanecarboxylate	cnic_7
CHEMBL500826	cnic_7
NCGC00159468-02	cnic_7
Bugle	cnic_7
Propionate ion	cnic_7
carboxylatoethane	cnic_7
Propanoic acid anion	cnic_7
Sentry Grain Preservative	cnic_7
CH3-CH2-COO(-)	cnic_7
CHEBI:17272	cnic_7
CTK4G1579	cnic_7
DTXSID90222279	cnic_7
BDBM50257201	cnic_7
STL483862	cnic_7
AKOS015901051	cnic_7
NCGC00159468-03	cnic_7
NCGC00159468-04	cnic_7
Propanoic acid,neodymium(3+) salt (9CI)	cnic_7
LS-190254	cnic_7
3002-EP1441224A2	cnic_7
3002-EP2269977A2	cnic_7
3002-EP2270004A1	cnic_7
3002-EP2270006A1	cnic_7
3002-EP2270113A1	cnic_7
3002-EP2272817A1	cnic_7
3002-EP2272849A1	cnic_7
3002-EP2272935A1	cnic_7
3002-EP2275412A1	cnic_7
3002-EP2275414A1	cnic_7
3002-EP2275420A1	cnic_7
3002-EP2277565A2	cnic_7
3002-EP2277566A2	cnic_7
3002-EP2277567A1	cnic_7
3002-EP2277568A2	cnic_7
3002-EP2277569A2	cnic_7
3002-EP2277570A2	cnic_7
3002-EP2277622A1	cnic_7
3002-EP2277876A1	cnic_7
3002-EP2277898A2	cnic_7
3002-EP2280010A2	cnic_7
3002-EP2280014A2	cnic_7
3002-EP2281559A1	cnic_7
3002-EP2284149A1	cnic_7
3002-EP2284169A1	cnic_7
3002-EP2284171A1	cnic_7
3002-EP2284174A1	cnic_7
3002-EP2287158A1	cnic_7
3002-EP2287161A1	cnic_7
3002-EP2287162A1	cnic_7
3002-EP2287168A2	cnic_7
3002-EP2289868A1	cnic_7
3002-EP2289876A1	cnic_7
3002-EP2289891A2	cnic_7
3002-EP2292227A2	cnic_7
3002-EP2292280A1	cnic_7
3002-EP2292600A1	cnic_7
3002-EP2292614A1	cnic_7
3002-EP2295411A1	cnic_7
3002-EP2295412A1	cnic_7
3002-EP2295413A1	cnic_7
3002-EP2295426A1	cnic_7
3002-EP2295427A1	cnic_7
3002-EP2295437A1	cnic_7
3002-EP2295550A2	cnic_7
3002-EP2298415A1	cnic_7
3002-EP2298734A2	cnic_7
3002-EP2298764A1	cnic_7
3002-EP2298765A1	cnic_7
3002-EP2298775A1	cnic_7
3002-EP2298777A2	cnic_7
3002-EP2305033A1	cnic_7
3002-EP2305636A1	cnic_7
3002-EP2305642A2	cnic_7
3002-EP2305666A1	cnic_7
3002-EP2305671A1	cnic_7
3002-EP2305825A1	cnic_7
3002-EP2308812A2	cnic_7
3002-EP2308828A2	cnic_7
3002-EP2308844A2	cnic_7
3002-EP2308845A2	cnic_7
3002-EP2308846A2	cnic_7
3002-EP2308861A1	cnic_7
3002-EP2308872A1	cnic_7
3002-EP2308873A1	cnic_7
3002-EP2308875A1	cnic_7
3002-EP2311831A1	cnic_7
3002-EP2311837A1	cnic_7
3002-EP2314295A1	cnic_7
3002-EP2314584A1	cnic_7
3002-EP2316829A1	cnic_7
3002-EP2316834A1	cnic_7
3002-EP2316835A1	cnic_7
3002-EP2316836A1	cnic_7
3002-EP2371811A2	cnic_7
3002-EP2374454A1	cnic_7
3002-EP2374895A1	cnic_7
3033-EP2295402A2	cnic_7
3033-EP2301933A1	cnic_7
A839578	cnic_7
Q862450	cnic_7
butyrate	cnic_8
butanoate	cnic_8
N-Butyrate	cnic_8
n-butanoate	cnic_8
Butanoic acid, ion(1-)	cnic_8
propylformate	cnic_8
butanate	cnic_8
461-55-2	cnic_8
1-butanoate	cnic_8
propanecarboxylate	cnic_8
1-butyrate	cnic_8
1-propanecarboxylate	cnic_8
CHEMBL62381	cnic_8
NCGC00167555-01	cnic_8
ethyl,acetate	cnic_8
Sodium; butyrate	cnic_8
C11H23NOS	cnic_8
DTXSID8040432	cnic_8
CHEBI:17968	cnic_8
CTK8E0014	cnic_8
CH3-[CH2]2-COO(-)	cnic_8
BDBM50079401	cnic_8
c0035	cnic_8
M135	cnic_8
6523-EP1441224A2	cnic_8
6523-EP2269977A2	cnic_8
6523-EP2270004A1	cnic_8
6523-EP2270006A1	cnic_8
6523-EP2270113A1	cnic_8
6523-EP2272935A1	cnic_8
6523-EP2275412A1	cnic_8
6523-EP2277622A1	cnic_8
6523-EP2277876A1	cnic_8
6523-EP2280010A2	cnic_8
6523-EP2281559A1	cnic_8
6523-EP2287158A1	cnic_8
6523-EP2289883A1	cnic_8
6523-EP2289891A2	cnic_8
6523-EP2292227A2	cnic_8
6523-EP2292593A2	cnic_8
6523-EP2292600A1	cnic_8
6523-EP2292614A1	cnic_8
6523-EP2295411A1	cnic_8
6523-EP2295412A1	cnic_8
6523-EP2295413A1	cnic_8
6523-EP2295426A1	cnic_8
6523-EP2295427A1	cnic_8
6523-EP2295437A1	cnic_8
6523-EP2295550A2	cnic_8
6523-EP2298734A2	cnic_8
6523-EP2298775A1	cnic_8
6523-EP2305033A1	cnic_8
6523-EP2305666A1	cnic_8
6523-EP2305671A1	cnic_8
6523-EP2308812A2	cnic_8
6523-EP2308844A2	cnic_8
6523-EP2308845A2	cnic_8
6523-EP2308846A2	cnic_8
6523-EP2308861A1	cnic_8
6523-EP2308872A1	cnic_8
6523-EP2308873A1	cnic_8
6523-EP2308875A1	cnic_8
6523-EP2311494A1	cnic_8
6523-EP2311831A1	cnic_8
6523-EP2311837A1	cnic_8
6523-EP2311842A2	cnic_8
6523-EP2314584A1	cnic_8
6523-EP2316829A1	cnic_8
6523-EP2316834A1	cnic_8
6523-EP2316835A1	cnic_8
6523-EP2316836A1	cnic_8
6523-EP2374454A1	cnic_8
6523-EP2374895A1	cnic_8
59600-EP2275422A1	cnic_8
59600-EP2284166A1	cnic_8
59600-EP2289483A1	cnic_8
59600-EP2289881A1	cnic_8
59600-EP2292616A1	cnic_8
59600-EP2292625A1	cnic_8
59600-EP2295422A2	cnic_8
59600-EP2295436A1	cnic_8
59600-EP2298773A1	cnic_8
59600-EP2305033A1	cnic_8
59600-EP2308852A1	cnic_8
59600-EP2371823A1	cnic_8
59600-EP2374791A1	cnic_8
AB01566831_01	cnic_8
148067-EP2280005A1	cnic_8
148067-EP2289884A1	cnic_8
Q55582441	cnic_8
3-(1H-indol-3-yl)propanoate	cnic_10
3-(1H-Indol-3-yl)propionate	cnic_10
indolepropionate	cnic_10
indole-3-propanoate	cnic_10
INDOLE-PROPIONATE	cnic_10
INDOLE-3-PROPIONATE	cnic_10
Indole-3-propionic acid, 4	cnic_10
BDBM92684	cnic_10
CHEBI:82916	cnic_10
Q27156458	cnic_10
phenylacetate	cnic_11
2-phenylacetate	cnic_11
2-phenylethanoate	cnic_11
Benzeneacetate	cnic_11
phenylacetate anion	cnic_11
phenylacetate(1-)	cnic_11
phenylacetic acid anion	cnic_11
BDBM36183	cnic_11
CHEBI:18401	cnic_11
c0211	cnic_11
AKOS024258138	cnic_11
29446-EP2275420A1	cnic_11
29446-EP2289876A1	cnic_11
29446-EP2295055A2	cnic_11
29446-EP2295416A2	cnic_11
29446-EP2298748A2	cnic_11
29446-EP2298764A1	cnic_11
29446-EP2298765A1	cnic_11
29446-EP2298777A2	cnic_11
29446-EP2305642A2	cnic_11
29446-EP2305671A1	cnic_11
29446-EP2311453A1	cnic_11
29446-EP2311842A2	cnic_11
AB01275449-01	cnic_11
A804964	cnic_11
Q27103051	cnic_11
PHENYLACETIC ACID	cnic_11
Benzeneacetic acid	cnic_11
2-Phenylacetic acid	cnic_11
103-82-2	cnic_11
Phenylethanoic acid	cnic_11
alpha-Toluic acid	cnic_11
Acetic acid, phenyl-	cnic_11
Benzenacetic acid	cnic_11
Benzylformic acid	cnic_11
Phenyllacetic acid	cnic_11
Benzylcarboxylic acid	cnic_11
PHENYL ACETIC ACID	cnic_11
Kyselina fenyloctova	cnic_11
Phenylacetic acid (natural)	cnic_11
Kyselina fenyloctova [Czech]	cnic_11
omega-Phenylacetic acid	cnic_11
UNII-ER5I1W795A	cnic_11
NSC 125718	cnic_11
BRN 1099647	cnic_11
FEMA No. 2878	cnic_11
.alpha.-Toluic acid	cnic_11
CHEBI:30745	cnic_11
AI3-08920	cnic_11
HSDB 5010	cnic_11
EINECS 203-148-6	cnic_11
PHENYL-ACETIC ACID	cnic_11
.omega.-Phenylacetic acid	cnic_11
CHEMBL1044	cnic_11
ER5I1W795A	cnic_11
NSC125718	cnic_11
NCGC00159477-02	cnic_11
DSSTox_CID_1656	cnic_11
DSSTox_RID_76268	cnic_11
DSSTox_GSID_21656	cnic_11
CAS-103-82-2	cnic_11
Phenylacetic	cnic_11
Phenylethanoate	cnic_11
Phenylessigsaure	cnic_11
w-Phenylacetate	cnic_11
alpha-Toluate	cnic_11
phenylactic acid	cnic_11
a-Toluate	cnic_11
a-Toluic acid	cnic_11
Benzeneacetiic acid	cnic_11
omega-Phenylacetate	cnic_11
organic white solid	cnic_11
w-Phenylacetic acid	cnic_11
Phenylacetate, XIX	cnic_11
2-phenyl-acetic acid	cnic_11
Phenylacetic acid, 99%	cnic_11
bmse000220	cnic_11
Epitope ID:116202	cnic_11
EC 203-148-6	cnic_11
SCHEMBL1459	cnic_11
4-09-00-01614 (Beilstein Handbook Reference)	cnic_11
DTXSID2021656	cnic_11
BDBM16419	cnic_11
CTK0H5030	cnic_11
ZINC388462	cnic_11
Phenylacetic acid_GurudeebanSatyavani	cnic_11
Tox21_113042	cnic_11
Tox21_200533	cnic_11
NSC139637	cnic_11
Phenylacetic acid, natural, >=99%	cnic_11
SBB058199	cnic_11
STK297835	cnic_11
Phenylacetic acid, analytical standard	cnic_11
AKOS000291351	cnic_11
Tox21_113042_1	cnic_11
DB09269	cnic_11
DL-0063	cnic_11
LS-3041	cnic_11
MCULE-6701370784	cnic_11
NSC-125718	cnic_11
NSC-139637	cnic_11
KS-000024G2	cnic_11
Phenylacetic acid, >=99%, FCC, FG	cnic_11
NCGC00159477-03	cnic_11
NCGC00159477-05	cnic_11
NCGC00258087-01	cnic_11
51146-16-8	cnic_11
BP-11383	cnic_11
NCI60_000596	cnic_11
NCI60_002571	cnic_11
Phenylacetic acid, natural, >=99%, FG	cnic_11
DB-003759	cnic_11
DB-055176	cnic_11
FT-0641197	cnic_11
FT-0701063	cnic_11
Phenylacetic acid, plant cell culture tested	cnic_11
ST45061317	cnic_11
C07086	cnic_11
28028-EP2269988A2	cnic_11
28028-EP2270006A1	cnic_11
28028-EP2270008A1	cnic_11
28028-EP2272839A1	cnic_11
28028-EP2272840A1	cnic_11
28028-EP2275403A1	cnic_11
28028-EP2275413A1	cnic_11
28028-EP2287156A1	cnic_11
28028-EP2292617A1	cnic_11
28028-EP2295433A2	cnic_11
28028-EP2301940A1	cnic_11
28028-EP2305250A1	cnic_11
28028-EP2305260A1	cnic_11
28028-EP2305658A1	cnic_11
28028-EP2308833A2	cnic_11
28028-EP2308848A1	cnic_11
28028-EP2311807A1	cnic_11
28028-EP2311809A1	cnic_11
28028-EP2311825A1	cnic_11
28028-EP2314588A1	cnic_11
79377-EP2298766A1	cnic_11
79377-EP2305695A2	cnic_11
79377-EP2305696A2	cnic_11
79377-EP2305697A2	cnic_11
79377-EP2305698A2	cnic_11
Q410842	cnic_11
8727557E-AA75-49E9-8E5A-7A2412D71888	cnic_11
Tropicamide Related Compound D, United States Pharmacopeia (USP) Reference Standard	cnic_11
Tropicamide impurity D (Phenylacetic acid - Drug Precursor), European Pharmacopoeia (EP) Reference Standard	cnic_11
phenylpyruvic acid	cnic_12
2-Oxo-3-phenylpropanoic acid	cnic_12
156-06-9	cnic_12
3-Phenylpyruvic acid	cnic_12
phenylpyruvate	cnic_12
Pyruvic acid, phenyl-	cnic_12
beta-Phenylpyruvic acid	cnic_12
Phenyl pyruvic acid	cnic_12
3-phenyl-2-oxopropanoate	cnic_12
alpha-ketohydrocinnamic acid	cnic_12
Benzenepropanoic acid, .alpha.-oxo-	cnic_12
3-Phenyl-2-oxopropanoic acid	cnic_12
UNII-X7CO62M413	cnic_12
Phenylpyroracemic acid	cnic_12
CHEBI:30851	cnic_12
Benzenepropanoic acid, alpha-oxo-	cnic_12
2-oxo-3-phenyl-propionic acid	cnic_12
X7CO62M413	cnic_12
b-phenylpyruvic acid	cnic_12
PPY	cnic_12
2-OXO-3-PHENYLPROPIONIC ACID	cnic_12
alpha-Keto-DL-phenylalanine	cnic_12
2-Oxo-3-phenylpropanic acid	cnic_12
2-oxo-3-phenyl-propanoic acid	cnic_12
b-Phenylpyruvate	cnic_12
PhenylpyruvicAcid	cnic_12
Phenylpyroracemate	cnic_12
4kif	cnic_12
beta-Phenylpyruvate	cnic_12
phenyl-pyruvic acid	cnic_12
EINECS 205-847-1	cnic_12
a-hydroxycinnamic acid	cnic_12
Phenylbrenztraubensaeure	cnic_12
alpha-Ketohydrocinnamate	cnic_12
.beta.-Phenylpyruvic acid	cnic_12
Phenylpyruvic acid, 98%	cnic_12
ACMC-209dd9	cnic_12
DSSTox_CID_22281	cnic_12
DSSTox_RID_79988	cnic_12
DSSTox_GSID_42281	cnic_12
SCHEMBL43235	cnic_12
alpha-oxo-benzenepropanoic acid	cnic_12
a-Oxobenzenepropanoic acid, 9CI	cnic_12
CHEMBL1162488	cnic_12
DTXSID1042281	cnic_12
CTK3I9730	cnic_12
FEMA 3892	cnic_12
ZINC901485	cnic_12
KS-000012WE	cnic_12
Tox21_301362	cnic_12
7828AA	cnic_12
ANW-21595	cnic_12
ARJ102154	cnic_12
BDBM50167651	cnic_12
GEO-02572	cnic_12
MFCD00002589	cnic_12
s6131	cnic_12
SBB012361	cnic_12
AKOS000161798	cnic_12
CS-W013246	cnic_12
DB03884	cnic_12
HY-W012530	cnic_12
MCULE-9935480822	cnic_12
Phenylpyruvic acid, analytical standard	cnic_12
NCGC00255726-01	cnic_12
AK-90109	cnic_12
CAS-156-06-9	cnic_12
SC-18873	cnic_12
ST068813	cnic_12
2-Hydroxy-3-phenyl-2-propenoic acid, 9CI	cnic_12
AC-116009	cnic_12
DB-043302	cnic_12
Phenylpyruvic acid, purum, >=98.0% (T)	cnic_12
FT-0631855	cnic_12
P0154	cnic_12
EN300-49247	cnic_12
C00166	cnic_12
1R-0191	cnic_12
Q425030	cnic_12
SR-01000580517	cnic_12
Q-201562	cnic_12
SR-01000580517-1	cnic_12
