Name	PlantCyc_ID
zinc6018627	CPD-17599
c21183	CPD-17599
q27162871	CPD-17599
(3r,4r)-4-(1,3-benzodioxol-5-ylmethyl)-3-(3,4-dimethoxybenzyl)dihydrofuran-2(3h)-one	CPD-17599
(r,r)-4-(1,3-benzodioxol-5-ylmethyl)-3-(3,4-dimethoxybenzyl)dihydrofuran-2(3h)-one	CPD-17599
4-[(2h-1,3-benzodioxol-5-yl)methyl]-3-[(3,4-dimethoxyphenyl)methyl]oxolan-2-one	CPD-17599
2(3h)-furanone, 4-(1,3-benzodioxol-5-ylmethyl)-3-((3,4-dimethoxyphenyl)methyl)dihydro-, (3r-trans)-	CPD-17599
(-)-camphene	CPD-4921
l-camphene	CPD-4921
(-)-comphene	CPD-4921
5794-04-7	CPD-4921
(1s,4r)-camphene	CPD-4921
unii-m5yav509fn	CPD-4921
chebi:89	CPD-4921
m5yav509fn	CPD-4921
(1s,4r)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane	CPD-4921
(1s)-2,2-dimethyl-3-methylenebicyclo(2.2.1)heptane	CPD-4921
(1s,4r)-2,2-dimethyl-3-methylenebicyclo[2.2.1]heptane	CPD-4921
ncgc00166100-01	CPD-4921
(-) camphene	CPD-4921
(-)-camphene derivatives	CPD-4921
dsstox_cid_26538	CPD-4921
dsstox_rid_81702	CPD-4921
dsstox_gsid_46538	CPD-4921
(-)-(1s,4r)-camphene	CPD-4921
bicyclo(2.2.1)heptane, 2,2-dimethyl-3-methylene-, (1s,4r)-	CPD-4921
chembl506889	CPD-4921
dtxsid3046538	CPD-4921
zinc968230	CPD-4921
einecs 227-337-8	CPD-4921
tox21_112314	CPD-4921
cas-5794-04-7	CPD-4921
c06305	CPD-4921
q27105230	CPD-4921
unii-g3vg94z26e component crpujazixjmdbk-bdaknglrsa-n	CPD-4921
bicyclo(2.2.1)heptane, 2,2-dimethyl-3-methylene-, (1s)-	CPD-4921
(-)-camphene, technical grade, 75% (90% as camphene and fenchene)	CPD-4921
69301-26-4	CPD-9877
(-)-curcuquinone	CPD-9877
dtxsid60989024	CPD-9877
2,5-cyclohexadiene-1,4-dione, 2-(1,5-dimethyl-4-hexenyl)-5-methyl, (r)-	CPD-9877
2-methyl-5-[(2r)-6-methylhept-5-en-2-yl]cyclohexa-2,5-diene-1,4-dione	CPD-9877
2-methyl-5-(6-methylhept-5-en-2-yl)cyclohexa-2,5-diene-1,4-dione	CPD-9877
deoxypodophyllotoxin	CPD-8958
anthricin	CPD-8958
19186-35-7	CPD-8958
(-)-deoxypodophyllotoxin	CPD-8958
desoxypodophyllotoxin	CPD-8958
silicicolin	CPD-8958
hernandin	CPD-8958
hernandion	CPD-8958
4-deoxypodophyllotoxin	CPD-8958
(-)-anthricin	CPD-8958
nsc403148	CPD-8958
isodeoxypodophyllotoxin	CPD-8958
chebi:4429	CPD-8958
(-)-desoxypodophyllotoxin	CPD-8958
(5r,5ar,8ar)-5-(3,4,5-trimethoxyphenyl)-5a,8,8a,9-tetrahydro-5h-[2]benzofuro[5,6-f][1,3]benzodioxol-6-one	CPD-8958
c22h22o7	CPD-8958
unii-45nr8xyu1l	CPD-8958
45nr8xyu1l	CPD-8958
69222-20-4	CPD-8958
mls002702900	CPD-8958
anthriscin	CPD-8958
(5r,5ar,8ar)-5-(3,4,5-trimethoxyphenyl)-5a,8,8a,9-tetrahydro-5h-isobenzofuro[5,6-f][1,3]benzodioxol-6-one	CPD-8958
furo[3',4':6,7]naphtho[2,3-d]-1,3-dioxol-6(5ah)-one, 5,8,8a,9-tetrahydro-5-(3,4,5-trimethoxyphenyl)-, (5r,5ar,8ar)-	CPD-8958
(5r,5ar,8ar)-5-(3,4,5-trimethoxyphenyl)-5,8,8a,9-tetrahydrofuro[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5ah)-one	CPD-8958
chembl63970	CPD-8958
schembl987840	CPD-8958
podophyllotoxin, 7ci, 8ci)	CPD-8958
dtxsid701019944	CPD-8958
ex-a2905	CPD-8958
hy-n2500	CPD-8958
zinc1575139	CPD-8958
akos032948828	CPD-8958
nsc-403148	CPD-8958
nci60_003794	CPD-8958
cs-0022771	CPD-8958
w1846	CPD-8958
c10556	CPD-8958
j-501619	CPD-8958
q27106380	CPD-8958
(10r,11r,15r)-10-(3,4,5-trimethoxyphenyl)-4,6,13-trioxatetracyclo[7.7.0.03,7,011,15]hexadeca-1(9),2,7-trien-12-one	CPD-8958
(5r,5ar,8ar)-5,8,8a,9-tetrahydro-5-(3,4,5-trimethoxyphenyl)-furo[3',4':6,7]naphtho[2,3-d]-1,3-dioxol-6(5ah)-one	CPD-8958
(5r,5ar,8ar)-5-(3,4,5-trimethoxyphenyl)-5,8,8a,9-tetrahydro-2h-furo[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5ah)-one	CPD-8958
(5r,5ar,8ar)-5-(3,4,5-trimethoxyphenyl)-5,8,8a,9-tetrahydrofuro[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5a)-one	CPD-8958
[5r-(5alpha,5abeta,8aalpha)]-5,8,8a,9-tetrahydro-5-(3,4,5-trimethoxyphenyl)-furo[3',4':6,7]naphtho[2,3-d]-1,3-dioxol-6(5ah)-one	CPD-8958
100348-38-7	CPD-8958
5,8,8a,9,-tetrahydro-5-(3,4,5-trimethoxyphenyl)furo[3',4':6,7]naphtho[2,3-d]-1,3-dioxol-6(5ah)-one	CPD-8958
furo[3',7]naphtho[2,3-d]-1,3-dioxol-6(5ah)-one, 5,8,8a,9-tetrahydro-5-(3,4,5-trimethoxyphenyl)-,(5r,5ar,8ar)-	CPD-8958
podophyllotoxin, deoxy-	CPD-8958
as 2-3	CPD-8958
(5s,5as,8as)-5-(3,4,5-trimethoxyphenyl)-5a,8,8a,9-tetrahydro-5h-[2]benzofuro[5,6-f][1,3]benzodioxol-6-one	CPD-8958
furo(3',4':6,7)naphtho(2,3-d)-1,3-dioxol-6(5ah)-one, 5,8,8a,9-tetrahydro-5-(3,4,5-trimethoxyphenyl)-, (5r-(5alpha,5abeta,8aalpha))-	CPD-8958
furo(3',4':6,7)naphtho(2,3-d)-1,3-dioxol-6(5ah)-one, 5,8,8a,9-tetrahydro-5-(3,4,5-trimethoxyphenyl)-, (5r,5ar,8ar)-	CPD-8958
dtxsid90939734	CPD-8958
ls-117911	CPD-8958
1836-86-8	CPD-8958
5,8,8aalpha,9-tetrahydro-5alpha-(3,4,5-trimethoxyphenyl)furo[3',4':6,7]naphtho[2,3-d]-1,3-dioxole-6(5abetah)-one	CPD-8958
5-(3,4,5-trimethoxyphenyl)-5,8,8a,9-tetrahydro-2h-furo[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5ah)-one	CPD-8958
isoanthricin	CPD-8958
smr001215957	CPD-8958
5,8,8a,9-tetrahydro-5-(3,4,5-trimethoxyphenyl)furo(3',4':6,7)naphtho(2,3-d)-1,3-dioxol-6(5ah)-one	CPD-8958
mls000563109	CPD-8958
megxp0_000984	CPD-8958
chembl1736070	CPD-8958
schembl10028445	CPD-8958
acon1_001023	CPD-8958
ctk6j6433	CPD-8958
hms2267b03	CPD-8958
5-(3,4,5-trimethoxyphenyl)-5a,8,8a,9-tetrahydro-5h-[2]benzofuro[5,6-f][1,3]benzodioxol-6-one	CPD-8958
ds-000080	CPD-8958
ft-0697908	CPD-8958
brd-a59291892-001-01-1	CPD-8958
brd-a59291892-001-07-8	CPD-8958
5-(3,4,5-trimethoxyphenyl)-5,5a,8a,9-tetrahydrofuro[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(8h)-one	CPD-8958
5-(3,4,5-trimethoxyphenyl)-5,8,8a,9-tetrahydrofuro[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5ah)-one-, (5r,5ar,8ar)-	CPD-8958
furo[3',4':6,7]naphtho[2,3-d]-1,3-dioxol-6(5ah)-one, 5,8,8a,9-tetrahydro-5-(3,4,5-trimethoxyphenyl)-, [5r-(5.alpha.,5a.beta.,8a.alpha.)]-	CPD-8958
furo[3,4:6,7]naphtho[2,3-d]-1,3-dioxol-6(5ah)-one,5,8,8a,9-tetrahydro-5-(3,4,5-trimethoxyphenyl)-, (5s,5ar,8ar)-	CPD-8958
schembl13984879	CPD-8958
(-)-endo-alpha-bergamotene	CPD-8849
(1s,5s,6s)-2,6-dimethyl-6-(4-methylpent-3-en-1-yl)bicyclo[3.1.1]hept-2-ene	CPD-8849
cis-alpha-bergamotene	CPD-8849
.alpha.-cis-bergamotene	CPD-8849
(?)-cis-alpha-bergamotene	CPD-8849
(-)-endo-  -bergamotene	CPD-8849
l-trans-.alpha.-bergamotene	CPD-8849
(z)-trans-.alpha.-bergamotene	CPD-8849
bergamotene (z,.alpha.,trans)	CPD-8849
(z)-trans- .alpha.-bergamotene	CPD-8849
chebi:61679	CPD-8849
zinc2510648	CPD-8849
c19735	CPD-8849
q27131278	CPD-8849
(1s,5s,6s)-2,6-dimethyl-6-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-2-ene	CPD-8849
(-)-epicatechin	CPD-7630
490-46-0	CPD-7630
epicatechin	CPD-7630
l-epicatechin	CPD-7630
(-)-epicatechol	CPD-7630
epicatechol	CPD-7630
l-acacatechin	CPD-7630
epi-catechin	CPD-7630
(2r,3r)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol	CPD-7630
l-epicatechol	CPD-7630
(2r,3r)-(-)-epicatechin	CPD-7630
unii-34phs7tu43	CPD-7630
epi-catechol	CPD-7630
ccris 7097	CPD-7630
einecs 207-710-1	CPD-7630
nsc 81161	CPD-7630
chebi:90	CPD-7630
epicatechol, (-)-	CPD-7630
(-)epicatechin	CPD-7630
(2r,3r)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2h-chromene-3,5,7-triol	CPD-7630
34phs7tu43	CPD-7630
nsc81161	CPD-7630
(2r,3r)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2h-1-benzopyran-3,5,7-triol	CPD-7630
(-)-(2r:3r)-5,7,3',4'-tetrahydroxyflavan-3-ol	CPD-7630
(-)-cis-epicatechin	CPD-7630
2-(3,4-dihydroxyphenyl)-2,3,4-trihydro-3,5,7-trihydroxychromene	CPD-7630
2h-1-benzopyran-3,5,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-, (2r-cis)-	CPD-7630
2h-1-benzopyran-3,5,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-,(2r,3r)-	CPD-7630
dsstox_cid_25133	CPD-7630
dsstox_rid_80694	CPD-7630
dsstox_gsid_45133	CPD-7630
d-epicatechin	CPD-7630
(2r,3r)-2-(3,4-dihydroxyphenyl)chromane-3,5,7-triol	CPD-7630
(+)-epicatechol	CPD-7630
epicatechin-(-)	CPD-7630
catechin hydrate	CPD-7630
cas-490-46-0	CPD-7630
smr000156230	CPD-7630
2h-1-benzopyran-3,5,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-, (2r,3r)-	CPD-7630
acacatechin	CPD-7630
colatein	CPD-7630
alpha-catechin	CPD-7630
kakaol	CPD-7630
teacatechin i	CPD-7630
catechin c	CPD-7630
nsc-81161	CPD-7630
(-) epicatechin	CPD-7630
.alpha. catechin	CPD-7630
ncgc00015215-02	CPD-7630
28e	CPD-7630
7295-85-4	CPD-7630
l(-)-epicatechin	CPD-7630
prestwick_203	CPD-7630
2,3-cis-epicatechin	CPD-7630
pubchem6021	CPD-7630
(2s,3s)-3,3',4',5,7-pentahydroxyflavan	CPD-7630
l-epicatechin ,(s)	CPD-7630
spectrum_000159	CPD-7630
specplus_000267	CPD-7630
spectrum2_000675	CPD-7630
spectrum3_000243	CPD-7630
spectrum4_000949	CPD-7630
spectrum5_000929	CPD-7630
lopac-c-1251	CPD-7630
oprea1_209947	CPD-7630
schembl19412	CPD-7630
bspbio_001626	CPD-7630
kbiogr_001538	CPD-7630
kbioss_000639	CPD-7630
spectrum210206	CPD-7630
cid_72276	CPD-7630
mls001304012	CPD-7630
mls001304152	CPD-7630
divk1c_006363	CPD-7630
spbio_000769	CPD-7630
(2s,3s)-(+)-epicatechin	CPD-7630
chembl583912	CPD-7630
dtxsid4045133	CPD-7630
acon1_001106	CPD-7630
bcbcmap01_000224	CPD-7630
bdbm23417	CPD-7630
ctk8c4815	CPD-7630
kbio1_001307	CPD-7630
kbio2_000639	CPD-7630
kbio2_003207	CPD-7630
kbio2_005775	CPD-7630
kbio3_001126	CPD-7630
ks-00000yhe	CPD-7630
(-)-epicatechin 490-46-0	CPD-7630
hms1923m05	CPD-7630
kuc104404n	CPD-7630
zinc119988	CPD-7630
hy-n0001	CPD-7630
ks-000004zl	CPD-7630
tox21_110101	CPD-7630
3,3',4',5,7-pentahydroxyflavane	CPD-7630
anw-73226	CPD-7630
ccg-38571	CPD-7630
lmpk12020003	CPD-7630
s4723	CPD-7630
(-)-epicatechin, analytical standard	CPD-7630
akos015895981	CPD-7630
tox21_110101_1	CPD-7630
(-)-epicatechin, >=90% (hplc)	CPD-7630
acn-035300	CPD-7630
cs-3760	CPD-7630
db12039	CPD-7630
ds-3358	CPD-7630
ebd2184991	CPD-7630
ksc-10-144	CPD-7630
mcule-8775451204	CPD-7630
sdccgmls-0066927.p001	CPD-7630
smp1_000115	CPD-7630
ncgc00015215-01	CPD-7630
ncgc00016415-01	CPD-7630
ncgc00016415-02	CPD-7630
ncgc00016415-03	CPD-7630
ncgc00016415-04	CPD-7630
ncgc00017331-08	CPD-7630
ac-14586	CPD-7630
bp-30203	CPD-7630
cas-154-23-4	CPD-7630
ls-63981	CPD-7630
p692	CPD-7630
cas-7295-85-4	CPD-7630
(+)-cis-3,3',4',5,7-pentahydroxyflavan	CPD-7630
b4964	CPD-7630
a12043	CPD-7630
c09727	CPD-7630
490e460	CPD-7630
(-)-epicatechin, >=98% (hplc), from green tea	CPD-7630
q-200001	CPD-7630
cf3ba0c2-de1b-44ab-a4d3-800f017221ba	CPD-7630
epicatechin, primary pharmaceutical reference standard	CPD-7630
q23050136	CPD-7630
unii-t432289gyz component pftawblqpzvemu-ukrrqhhqsa-n	CPD-7630
(2s-cis)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2h-1-benzopyran-3,5,7-triol	CPD-7630
(-)-cis-3,3',4',5,7-pentahydroxyflavane, (2r,3r)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-1(2h)-benzopyran-3,5,7-triol	CPD-7630
2545-08-6	CPD-7630
(-)-epigallocatechin gallate	CPD-15291
egcg	CPD-15291
epigallocatechin gallate	CPD-15291
989-51-5	CPD-15291
epigallocatechin 3-gallate	CPD-15291
epigallocatechin-3-gallate	CPD-15291
tea catechin	CPD-15291
(-)-epigallocatechin-3-o-gallate	CPD-15291
epigallocatechin-3-monogallate	CPD-15291
teavigo	CPD-15291
(-)-epigallocatechol gallate	CPD-15291
(-)-epigallocatechin 3-gallate	CPD-15291
catechin deriv.	CPD-15291
unii-bqm438ctel	CPD-15291
l-epigallocatechin gallate	CPD-15291
green tea extract	CPD-15291
ccris 3729	CPD-15291
(2r,3r)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl 3,4,5-trihydroxybenzoate	CPD-15291
c22h18o11	CPD-15291
bqm438ctel	CPD-15291
(2r,3r)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2h-chromen-3-yl 3,4,5-trihydroxybenzoate	CPD-15291
chebi:4806	CPD-15291
chembl297453	CPD-15291
[(2r,3r)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2h-chromen-3-yl] 3,4,5-trihydroxybenzoate	CPD-15291
epigallocatechol, 3-gallate, (-)-	CPD-15291
[(2r,3r)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl] 3,4,5-trihydroxybenzoate	CPD-15291
dsstox_cid_567	CPD-15291
dsstox_rid_78830	CPD-15291
dsstox_gsid_29889	CPD-15291
(-)-cis-3,3',4',5,5',7-hexahydroxy-flavane-3-gallate	CPD-15291
(-)-epigallocatechin gallate, 95%	CPD-15291
(-)-cis-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-1(2h)-benzopyran-3,5,7-triol 3-gallate	CPD-15291
egcg cpd	CPD-15291
(-)-epigallocatechin gallate (85% (-)-epigallocatechin gallate, 10% (-)-epigallocatechin, 5% (-)- epicatechin gallate)	CPD-15291
benzoic acid, 3,4,5-trihydroxy-,(2r,3r)-3,4-dihydro-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-2h-1-benzopyran-3-yl ester	CPD-15291
cas-989-51-5	CPD-15291
smr000449288	CPD-15291
epigallo-catechin gallate	CPD-15291
sr-01000759328	CPD-15291
pf-egcg 90	CPD-15291
epigallocate	CPD-15291
sunphenon	CPD-15291
epigalocatechin gallate	CPD-15291
nvp-xaa 723	CPD-15291
(-)-egcg	CPD-15291
epigallocic acid	CPD-15291
teavigo;	CPD-15291
teatannin ii	CPD-15291
2kdh	CPD-15291
3oob	CPD-15291
